Nombre,Ultima,Max,Min,Hora/Fecha
Cellnex Telecom,26.7,26.7,26.18,28/08/25
Cellnex Telecom,26.15,26.15,25.65,28/09/25
Cellnex Telecom,27.15,27.15,26.63,28/10/25
Cellnex Telecom,25.85,25.85,25.35,28/11/25
Cellnex Telecom,26.58,26.58,26.07,28/12/25
Colonial SFL,4.73,4.79,4.7,28/01/25
Colonial SFL,4.8,4.86,4.78,28/02/25
Colonial SFL,5.13,5.19,5.1,28/03/25
Colonial SFL,4.77,4.83,4.74,28/04/25
Colonial SFL,5.09,5.15,5.06,28/05/25
Colonial SFL,5.12,5.18,5.09,28/06/25
Colonial SFL,4.92,4.98,4.89,28/07/25
Colonial SFL,5.02,5.09,4.99,28/08/25
Colonial SFL,4.75,4.81,4.73,28/09/25
Colonial SFL,5.15,5.21,5.12,28/10/25
Colonial SFL,4.69,4.75,4.67,28/11/25
Colonial SFL,4.99,5.05,4.96,28/12/25
Enagás,17.89,17.92,16.21,28/01/25
Enagás,16.6,16.63,15.04,28/02/25
Enagás,16.65,16.68,15.08,28/03/25
Enagás,17.93,17.96,16.25,28/04/25
Enagás,16.51,16.54,14.96,28/05/25
Enagás,17.35,17.38,15.72,28/06/25
Enagás,16.93,16.96,15.34,28/07/25
Enagás,16.8,16.83,15.22,28/08/25
Enagás,17.6,17.63,15.94,28/09/25
Enagás,17.82,17.85,16.15,28/10/25
Enagás,16.92,16.95,15.33,28/11/25
Enagás,16.57,16.6,15.01,28/12/25
Endesa,33.83,34.09,33.47,28/01/25
Endesa,34.21,34.48,33.85,28/02/25
Endesa,35.77,36.05,35.39,28/03/25
Endesa,35.07,35.34,34.69,28/04/25
Endesa,33.45,33.71,33.09,28/05/25
Endesa,35.96,36.24,35.58,28/06/25
Endesa,36.48,36.77,36.1,28/07/25
Endesa,34.59,34.85,34.22,28/08/25
Endesa,33.89,34.15,33.53,28/09/25
Endesa,35.16,35.43,34.79,28/10/25
Endesa,34.54,34.8,34.17,28/11/25
Endesa,34.51,34.77,34.14,28/12/25
Ferrovial Se,52.53,52.99,52.16,28/01/25
Ferrovial Se,54.58,55.06,54.2,28/02/25
Ferrovial Se,53.18,53.65,52.81,28/03/25
Ferrovial Se,56.64,57.13,56.24,28/04/25
Ferrovial Se,55.04,55.52,54.65,28/05/25
Ferrovial Se,52.37,52.83,52.01,28/06/25
Ferrovial Se,54.32,54.8,53.95,28/07/25
Ferrovial Se,54.22,54.69,53.84,28/08/25
Ferrovial Se,56.75,57.25,56.36,28/09/25
Ferrovial Se,54.18,54.66,53.81,28/10/25
Ferrovial Se,56.23,56.73,55.84,28/11/25
Ferrovial Se,53.52,53.99,53.14,28/12/25
Fluidra,21.03,21.1,20.74,28/01/25
Fluidra,19.53,19.59,19.25,28/02/25
Fluidra,19.76,19.82,19.48,28/03/25
Fluidra,19.37,19.43,19.1,28/04/25
Fluidra,20.03,20.09,19.75,28/05/25
Fluidra,19.53,19.59,19.25,28/06/25
Fluidra,19.13,19.19,18.87,28/07/25
Fluidra,20.3,20.36,20.02,28/08/25
Fluidra,20.39,20.45,20.11,28/09/25
Fluidra,19.29,19.35,19.02,28/10/25
Fluidra,20.9,20.97,20.61,28/11/25
Fluidra,20.06,20.12,19.78,28/12/25
Grifols,8.71,8.81,8.59,28/01/25
Grifols,8.38,8.47,8.26,28/02/25
Grifols,8.62,8.72,8.5,28/03/25
Grifols,8.32,8.41,8.21,28/04/25
Grifols,8.93,9.03,8.81,28/05/25
Grifols,8.99,9.09,8.86,28/06/25
Grifols,8.82,8.92,8.7,28/07/25
Grifols,8.71,8.81,8.59,28/08/25
Grifols,8.76,8.86,8.64,28/09/25
Grifols,8.72,8.82,8.6,28/10/25
Grifols,8.94,9.05,8.82,28/11/25
Grifols,8.65,8.75,8.53,28/12/25
IAG,4.23,4.29,4.2,28/01/25
IAG,3.91,3.96,3.88,28/02/25
IAG,4.04,4.1,4.01,28/03/25
IAG,4.01,4.07,3.98,28/04/25
IAG,4.22,4.28,4.19,28/05/25
IAG,4.03,4.08,4.0,28/06/25
IAG,3.91,3.96,3.88,28/07/25
IAG,4.27,4.33,4.23,28/08/25
IAG,4.04,4.1,4.01,28/09/25
IAG,4.18,4.24,4.15,28/10/25
IAG,4.12,4.18,4.09,28/11/25
IAG,4.1,4.16,4.07,28/12/25
Iberdrola,18.48,18.65,18.33,28/01/25
Iberdrola,19.76,19.95,19.6,28/02/25
Iberdrola,19.97,20.16,19.81,28/03/25
Iberdrola,19.79,19.98,19.63,28/04/25
Iberdrola,18.59,18.76,18.43,28/05/25
Iberdrola,18.97,19.14,18.81,28/06/25
Iberdrola,19.78,19.97,19.61,28/07/25
Iberdrola,19.1,19.28,18.94,28/08/25
Iberdrola,19.57,19.76,19.41,28/09/25
Iberdrola,18.79,18.97,18.63,28/10/25
Iberdrola,18.63,18.81,18.47,28/11/25
Iberdrola,18.21,18.38,18.06,28/12/25
Inditex,50.6,51.68,50.07,28/01/25
Inditex,50.77,51.86,50.24,28/02/25
Inditex,48.39,49.43,47.88,28/03/25
Inditex,48.37,49.4,47.86,28/04/25
Inditex,50.11,51.19,49.59,28/05/25
Inditex,51.23,52.32,50.69,28/06/25
Inditex,50.34,51.42,49.81,28/07/25
Inditex,51.3,52.4,50.77,28/08/25
Inditex,51.06,52.16,50.53,28/09/25
Inditex,47.67,48.7,47.17,28/10/25
Inditex,47.39,48.4,46.89,28/11/25
Inditex,47.06,48.07,46.56,28/12/25
Indra,43.98,46.02,43.83,28/01/25
Indra,43.02,45.01,42.87,28/02/25
Indra,44.83,46.9,44.67,28/03/25
Indra,42.8,44.77,42.64,28/04/25
Indra,43.75,45.78,43.6,28/05/25
Indra,43.04,45.03,42.89,28/06/25
Indra,44.12,46.16,43.96,28/07/25
Indra,47.1,49.28,46.94,28/08/25
Indra,42.78,44.76,42.63,28/09/25
Indra,43.22,45.22,43.06,28/10/25
Indra,46.2,48.33,46.03,28/11/25
Indra,45.06,47.14,44.9,28/12/25
Logista,30.79,30.83,30.32,28/01/25
Logista,32.75,32.8,32.26,28/02/25
Logista,33.1,33.14,32.6,28/03/25
Logista,33.28,33.32,32.78,28/04/25
Logista,31.99,32.03,31.51,28/05/25
Logista,32.22,32.26,31.74,28/06/25
Logista,31.7,31.74,31.22,28/07/25
Logista,32.13,32.17,31.65,28/08/25
Logista,30.63,30.67,30.17,28/09/25
Logista,30.31,30.35,29.86,28/10/25
Logista,31.43,31.47,30.96,28/11/25
Logista,30.7,30.74,30.23,28/12/25
Mapfre,3.79,3.82,3.78,28/01/25
Mapfre,3.8,3.83,3.79,28/02/25
Mapfre,3.56,3.59,3.55,28/03/25
Mapfre,3.72,3.75,3.71,28/04/25
Mapfre,3.85,3.88,3.84,28/05/25
Mapfre,3.64,3.67,3.63,28/06/25
Mapfre,3.62,3.65,3.61,28/07/25
Mapfre,3.56,3.59,3.55,28/08/25
Mapfre,3.61,3.64,3.6,28/09/25
Mapfre,3.68,3.71,3.67,28/10/25
Mapfre,3.61,3.64,3.6,28/11/25
Mapfre,3.59,3.62,3.58,28/12/25
Merlin Properties,13.83,14.14,13.69,28/01/25
Merlin Properties,13.24,13.55,13.11,28/02/25
Merlin Properties,13.53,13.84,13.39,28/03/25
Merlin Properties,14.3,14.62,14.15,28/04/25
Merlin Properties,14.08,14.41,13.94,28/05/25
Merlin Properties,13.86,14.18,13.73,28/06/25
Merlin Properties,13.67,13.98,13.53,28/07/25
Merlin Properties,14.58,14.92,14.44,28/08/25
Merlin Properties,13.51,13.82,13.37,28/09/25
Merlin Properties,13.93,14.25,13.79,28/10/25
Merlin Properties,13.23,13.54,13.1,28/11/25
Merlin Properties,14.51,14.84,14.36,28/12/25
Naturgy,25.16,25.28,24.83,28/01/25
Naturgy,26.37,26.49,26.02,28/02/25
Naturgy,24.82,24.94,24.49,28/03/25
Naturgy,26.49,26.62,26.14,28/04/25
Naturgy,26.34,26.46,25.99,28/05/25
Naturgy,26.17,26.29,25.82,28/06/25
Naturgy,24.85,24.96,24.52,28/07/25
Naturgy,25.11,25.23,24.78,28/08/25
Naturgy,25.06,25.18,24.73,28/09/25
Naturgy,25.34,25.46,25.0,28/10/25
Naturgy,26.1,26.22,25.75,28/11/25
Naturgy,24.6,24.72,24.28,28/12/25
Puig Brands B,16.46,16.9,16.4,28/01/25
Puig Brands B,16.3,16.73,16.23,28/02/25
Puig Brands B,17.4,17.86,17.33,28/03/25
Puig Brands B,16.31,16.74,16.24,28/04/25
Puig Brands B,16.69,17.13,16.62,28/05/25
Puig Brands B,16.61,17.04,16.54,28/06/25
Puig Brands B,17.5,17.97,17.43,28/07/25
Puig Brands B,16.4,16.84,16.34,28/08/25
Puig Brands B,17.75,18.22,17.68,28/09/25
Puig Brands B,16.43,16.86,16.36,28/10/25
Puig Brands B,17.45,17.91,17.38,28/11/25
Puig Brands B,16.74,17.18,16.67,28/12/25
Redeia,14.75,15.16,14.75,28/01/25
Redeia,14.91,15.33,14.91,28/02/25
Redeia,14.05,14.44,14.05,28/03/25
Redeia,13.53,13.92,13.53,28/04/25
Redeia,14.14,14.54,14.14,28/05/25
Redeia,13.72,14.1,13.72,28/06/25
Redeia,14.03,14.42,14.03,28/07/25
Redeia,14.92,15.34,14.92,28/08/25
Redeia,14.66,15.07,14.66,28/09/25
Redeia,14.76,15.17,14.76,28/10/25
Redeia,13.95,14.35,13.95,28/11/25
Redeia,14.23,14.63,14.23,28/12/25
Repsol,24.81,25.18,24.5,28/01/25
Repsol,24.9,25.27,24.59,28/02/25
Repsol,23.13,23.47,22.84,28/03/25
Repsol,23.51,23.86,23.22,28/04/25
Repsol,25.2,25.57,24.88,28/05/25
Repsol,23.13,23.47,22.84,28/06/25
Repsol,24.64,25.01,24.33,28/07/25
Repsol,23.33,23.68,23.04,28/08/25
Repsol,25.02,25.39,24.71,28/09/25
Repsol,24.7,25.06,24.39,28/10/25
Repsol,23.72,24.08,23.43,28/11/25
Repsol,24.13,24.49,23.83,28/12/25
ROVI,81.58,82.72,81.01,28/01/25
ROVI,76.92,77.99,76.38,28/02/25
ROVI,76.32,77.38,75.79,28/03/25
ROVI,81.54,82.68,80.97,28/04/25
ROVI,82.16,83.31,81.59,28/05/25
ROVI,78.35,79.45,77.81,28/06/25
ROVI,80.42,81.55,79.86,28/07/25
ROVI,81.0,82.12,80.43,28/08/25
ROVI,78.58,79.68,78.04,28/09/25
ROVI,78.17,79.26,77.62,28/10/25
ROVI,82.06,83.21,81.49,28/11/25
ROVI,81.3,82.43,80.73,28/12/25
Sacyr,4.14,4.14,4.07,28/01/25
Sacyr,4.26,4.26,4.19,28/02/25
Sacyr,3.98,3.98,3.91,28/03/25
Sacyr,4.12,4.12,4.05,28/04/25
Sacyr,4.2,4.2,4.13,28/05/25
Sacyr,4.14,4.14,4.07,28/06/25
Sacyr,4.17,4.17,4.1,28/07/25
Sacyr,4.37,4.37,4.3,28/08/25
Sacyr,4.1,4.1,4.03,28/09/25
Sacyr,4.01,4.01,3.94,28/10/25
Sacyr,4.24,4.24,4.17,28/11/25
Sacyr,4.08,4.08,4.02,28/12/25
B. Santander,9.49,9.64,9.41,28/01/25
B. Santander,9.3,9.45,9.22,28/02/25
B. Santander,9.65,9.8,9.57,28/03/25
B. Santander,9.09,9.23,9.01,28/04/25
B. Santander,9.53,9.68,9.45,28/05/25
B. Santander,9.41,9.56,9.33,28/06/25
B. Santander,9.1,9.24,9.02,28/07/25
B. Santander,9.1,9.24,9.02,28/08/25
B. Santander,9.15,9.3,9.08,28/09/25
B. Santander,9.81,9.96,9.72,28/10/25
B. Santander,9.45,9.6,9.37,28/11/25
B. Santander,9.28,9.42,9.2,28/12/25
Solaria,23.49,24.87,23.27,28/01/25
Solaria,23.76,25.15,23.54,28/02/25
Solaria,22.81,24.15,22.6,28/03/25
Solaria,23.02,24.38,22.81,28/04/25
Solaria,22.23,23.53,22.02,28/05/25
Solaria,23.66,25.05,23.44,28/06/25
Solaria,23.5,24.88,23.28,28/07/25
Solaria,23.57,24.95,23.35,28/08/25
Solaria,22.5,23.82,22.29,28/09/25
Solaria,22.73,24.07,22.52,28/10/25
Solaria,22.5,23.82,22.29,28/11/25
Solaria,22.52,23.84,22.31,28/12/25
Telefónica,3.83,3.86,3.78,28/01/25
Telefónica,3.62,3.65,3.58,28/02/25
Telefónica,3.62,3.65,3.58,28/03/25
Telefónica,3.68,3.71,3.64,28/04/25
Telefónica,3.67,3.7,3.63,28/05/25
Telefónica,3.58,3.61,3.54,28/06/25
Telefónica,3.65,3.68,3.61,28/07/25
Telefónica,3.55,3.58,3.51,28/08/25
Telefónica,3.58,3.6,3.54,28/09/25
Telefónica,3.7,3.74,3.66,28/10/25
Telefónica,3.56,3.59,3.52,28/11/25
Telefónica,3.52,3.55,3.48,28/12/25
Unicaja Banco,2.56,2.59,2.54,28/01/25
Unicaja Banco,2.56,2.59,2.54,28/02/25
Unicaja Banco,2.41,2.44,2.39,28/03/25
Unicaja Banco,2.61,2.64,2.59,28/04/25
Unicaja Banco,2.48,2.51,2.46,28/05/25
Unicaja Banco,2.59,2.62,2.57,28/06/25
Unicaja Banco,2.61,2.65,2.59,28/07/25
Unicaja Banco,2.46,2.49,2.44,28/08/25
Unicaja Banco,2.38,2.41,2.36,28/09/25
Unicaja Banco,2.4,2.43,2.38,28/10/25
Unicaja Banco,2.39,2.42,2.37,28/11/25
Unicaja Banco,2.39,2.42,2.37,28/12/25
