Nombre,Ultima,Max,Min,Hora/Fecha
IAG,4.21,4.28,4.09,2026-04-03 15:28:22
Iberdrola,20.36,20.37,20.01,2026-04-03 15:28:22
Inditex,50.80,50.80,49.86,2026-04-03 15:28:22
Indra,49.34,49.64,47.00,2026-04-03 15:28:22
Logista,32.96,33.10,32.52,2026-04-03 15:28:23
Mapfre,3.91,3.91,3.85,2026-04-03 15:28:23
Merlin Properties,14.52,14.57,14.08,2026-04-03 15:28:23
Naturgy,26.50,26.50,26.00,2026-04-03 15:28:23
Puig Brands B,17.50,17.50,17.08,2026-04-03 15:28:23
Redeia,15.07,15.08,14.81,2026-04-03 15:28:23
Repsol,24.27,24.49,23.79,2026-04-03 15:28:23
ROVI,82.65,82.80,81.40,2026-04-03 15:28:23
Sacyr,4.46,4.47,4.35,2026-04-03 15:28:23
B. Santander,9.81,9.88,9.56,2026-04-03 15:28:24
Solaria,24.79,24.99,23.96,2026-04-03 15:28:24
Telefónica,3.85,3.85,3.78,2026-04-03 15:28:24
Unicaja Banco,2.57,2.59,2.53,2026-04-03 15:28:24
Acciona,231.60,232.00,226.40,2026-04-03 17:00:00
Acciona Ener,21.50,21.60,21.20,2026-04-03 17:00:01
Acerinox,12.27,12.33,12.01,2026-04-03 17:00:01
ACS,111.10,112.00,107.80,2026-04-03 17:00:01
Aena,26.24,26.24,25.62,2026-04-03 17:00:02
Amadeus,49.54,49.54,48.22,2026-04-03 17:00:02
ArcelorMittal,45.63,46.49,44.53,2026-04-03 17:00:02
B. Sabadell,3.07,3.08,3.02,2026-04-03 17:00:02
Bankinter,13.65,13.73,13.43,2026-04-03 17:00:03
BBVA,18.77,18.79,18.29,2026-04-03 17:00:03
CaixaBank,10.38,10.48,10.23,2026-04-03 17:00:03
Cellnex Telecom,28.75,28.75,27.68,2026-04-03 17:00:03
Colonial SFL,5.20,5.22,5.08,2026-04-03 17:00:03
Enagás,17.21,17.23,17.01,2026-04-03 17:00:03
Endesa,37.54,37.54,36.64,2026-04-03 17:00:04
Ferrovial Se,57.28,57.58,56.14,2026-04-03 17:00:04
Fluidra,20.24,20.38,19.95,2026-04-03 17:00:04
Grifols,9.20,9.33,9.11,2026-04-03 17:00:04
IAG,4.21,4.28,4.09,2026-04-03 17:00:04
Iberdrola,20.36,20.37,20.01,2026-04-03 17:00:04
Inditex,50.80,50.80,49.86,2026-04-03 17:00:04
Indra,49.34,49.64,47.00,2026-04-03 17:00:04
Logista,32.96,33.10,32.52,2026-04-03 17:00:05
Mapfre,3.91,3.91,3.85,2026-04-03 17:00:05
Merlin Properties,14.52,14.57,14.08,2026-04-03 17:00:05
Naturgy,26.50,26.50,26.00,2026-04-03 17:00:05
Puig Brands B,17.50,17.50,17.08,2026-04-03 17:00:05
Redeia,15.07,15.08,14.81,2026-04-03 17:00:05
Repsol,24.27,24.49,23.79,2026-04-03 17:00:05
ROVI,82.65,82.80,81.40,2026-04-03 17:00:05
Sacyr,4.46,4.47,4.35,2026-04-03 17:00:06
B. Santander,9.81,9.88,9.56,2026-04-03 17:00:06
Solaria,24.79,24.99,23.96,2026-04-03 17:00:06
Telefónica,3.85,3.85,3.78,2026-04-03 17:00:06
Unicaja Banco,2.57,2.59,2.53,2026-04-03 17:00:06
Acciona,231.60,232.00,226.40,2026-04-03 17:30:11
Acciona Ener,21.50,21.60,21.20,2026-04-03 17:30:11
Acerinox,12.27,12.33,12.01,2026-04-03 17:30:12
ACS,111.10,112.00,107.80,2026-04-03 17:30:12
Aena,26.24,26.24,25.62,2026-04-03 17:30:12
Amadeus,49.54,49.54,48.22,2026-04-03 17:30:12
ArcelorMittal,45.63,46.49,44.53,2026-04-03 17:30:12
B. Sabadell,3.07,3.08,3.02,2026-04-03 17:30:12
Bankinter,13.65,13.73,13.43,2026-04-03 17:30:13
BBVA,18.77,18.79,18.29,2026-04-03 17:30:13
CaixaBank,10.38,10.48,10.23,2026-04-03 17:30:13
Cellnex Telecom,28.75,28.75,27.68,2026-04-03 17:30:13
Colonial SFL,5.20,5.22,5.08,2026-04-03 17:30:13
Enagás,17.21,17.23,17.01,2026-04-03 17:30:13
Endesa,37.54,37.54,36.64,2026-04-03 17:30:13
Ferrovial Se,57.28,57.58,56.14,2026-04-03 17:30:14
Fluidra,20.24,20.38,19.95,2026-04-03 17:30:14
Grifols,9.20,9.33,9.11,2026-04-03 17:30:14
IAG,4.21,4.28,4.09,2026-04-03 17:30:14
Iberdrola,20.36,20.37,20.01,2026-04-03 17:30:14
Inditex,50.80,50.80,49.86,2026-04-03 17:30:14
Indra,49.34,49.64,47.00,2026-04-03 17:30:15
Logista,32.96,33.10,32.52,2026-04-03 17:30:15
Mapfre,3.91,3.91,3.85,2026-04-03 17:30:15
Merlin Properties,14.52,14.57,14.08,2026-04-03 17:30:15
Naturgy,26.50,26.50,26.00,2026-04-03 17:30:15
Puig Brands B,17.50,17.50,17.08,2026-04-03 17:30:16
Redeia,15.07,15.08,14.81,2026-04-03 17:30:16
Repsol,24.27,24.49,23.79,2026-04-03 17:30:16
ROVI,82.65,82.80,81.40,2026-04-03 17:30:16
Sacyr,4.46,4.47,4.35,2026-04-03 17:30:16
B. Santander,9.81,9.88,9.56,2026-04-03 17:30:16
Solaria,24.79,24.99,23.96,2026-04-03 17:30:16
Telefónica,3.85,3.85,3.78,2026-04-03 17:30:17
Unicaja Banco,2.57,2.59,2.53,2026-04-03 17:30:17
Acciona,231.60,232.00,226.40,2026-04-03 18:32:18
Acciona Ener,21.50,21.60,21.20,2026-04-03 18:32:19
Acerinox,12.27,12.33,12.01,2026-04-03 18:32:19
ACS,111.10,112.00,107.80,2026-04-03 18:32:19
Aena,26.24,26.24,25.62,2026-04-03 18:32:19
Amadeus,49.54,49.54,48.22,2026-04-03 18:32:19
ArcelorMittal,45.63,46.49,44.53,2026-04-03 18:32:20
B. Sabadell,3.07,3.08,3.02,2026-04-03 18:32:20
Bankinter,13.65,13.73,13.43,2026-04-03 18:32:20
BBVA,18.77,18.79,18.29,2026-04-03 18:32:20
CaixaBank,10.38,10.48,10.23,2026-04-03 18:32:20
Cellnex Telecom,28.75,28.75,27.68,2026-04-03 18:32:20
Colonial SFL,5.20,5.22,5.08,2026-04-03 18:32:21
Enagás,17.21,17.23,17.01,2026-04-03 18:32:21
Endesa,37.54,37.54,36.64,2026-04-03 18:32:21
Ferrovial Se,57.28,57.58,56.14,2026-04-03 18:32:21
Fluidra,20.24,20.38,19.95,2026-04-03 18:32:21
Grifols,9.20,9.33,9.11,2026-04-03 18:32:21
IAG,4.21,4.28,4.09,2026-04-03 18:32:21
Iberdrola,20.36,20.37,20.01,2026-04-03 18:32:22
Inditex,50.80,50.80,49.86,2026-04-03 18:32:22
Indra,49.34,49.64,47.00,2026-04-03 18:32:22
Logista,32.96,33.10,32.52,2026-04-03 18:32:22
Mapfre,3.91,3.91,3.85,2026-04-03 18:32:24
Merlin Properties,14.52,14.57,14.08,2026-04-03 18:32:24
Naturgy,26.50,26.50,26.00,2026-04-03 18:32:25
Puig Brands B,17.50,17.50,17.08,2026-04-03 18:32:25
Redeia,15.07,15.08,14.81,2026-04-03 18:32:25
Repsol,24.27,24.49,23.79,2026-04-03 18:32:25
ROVI,82.65,82.80,81.40,2026-04-03 18:32:25
Sacyr,4.46,4.47,4.35,2026-04-03 18:32:25
B. Santander,9.81,9.88,9.56,2026-04-03 18:32:25
Solaria,24.79,24.99,23.96,2026-04-03 18:32:25
Telefónica,3.85,3.85,3.78,2026-04-03 18:32:25
Unicaja Banco,2.57,2.59,2.53,2026-04-03 18:32:26
