Nombre,Ultima,Max,Min,Hora/Fecha
Logista,31.76,31.80,31.28,2026-03-29 16:55:51
Mapfre,3.73,3.76,3.72,2026-03-29 16:55:51
Merlin Properties,13.93,14.25,13.79,2026-03-29 16:55:51
Naturgy,25.64,25.76,25.30,2026-03-29 16:55:51
Puig Brands B,17.10,17.55,17.03,2026-03-29 16:55:52
Redeia,14.21,14.61,14.21,2026-03-29 16:55:52
Repsol,24.07,24.43,23.77,2026-03-29 16:55:52
ROVI,78.90,80.00,78.35,2026-03-29 16:55:52
Sacyr,4.17,4.17,4.10,2026-03-29 16:55:52
B. Santander,9.40,9.55,9.32,2026-03-29 16:55:52
Solaria,22.78,24.12,22.57,2026-03-29 16:55:52
Telefónica,3.67,3.70,3.63,2026-03-29 16:55:52
Unicaja Banco,2.49,2.52,2.47,2026-03-29 16:55:52
Acciona,213.40,217.00,209.60,2026-03-29 17:06:58
Acciona Ener,20.40,21.40,20.30,2026-03-29 17:06:58
Acerinox,12.27,12.48,12.17,2026-03-29 17:06:58
ACS,102.50,104.80,100.90,2026-03-29 17:06:58
Aena,25.63,25.72,25.37,2026-03-29 17:06:59
Amadeus,48.60,50.26,48.30,2026-03-29 17:06:59
ArcelorMittal,43.52,44.79,43.03,2026-03-29 17:06:59
B. Sabadell,3.02,3.08,3.01,2026-03-29 17:06:59
Bankinter,13.33,13.56,13.24,2026-03-29 17:06:59
BBVA,17.91,18.41,17.82,2026-03-29 17:06:59
CaixaBank,10.05,10.27,10.02,2026-03-29 17:06:59
Cellnex Telecom,26.49,26.49,25.98,2026-03-29 17:06:59
Colonial SFL,4.91,4.97,4.88,2026-03-29 17:07:00
Enagás,17.14,17.17,15.53,2026-03-29 17:07:00
Endesa,34.90,35.17,34.53,2026-03-29 17:07:00
Ferrovial Se,54.66,55.14,54.28,2026-03-29 17:07:00
Fluidra,20.04,20.10,19.76,2026-03-29 17:07:00
Grifols,8.73,8.83,8.61,2026-03-29 17:07:00
IAG,4.11,4.17,4.08,2026-03-29 17:07:00
Iberdrola,19.13,19.31,18.97,2026-03-29 17:07:00
Inditex,49.50,50.56,48.98,2026-03-29 17:07:00
Indra,45.00,47.08,44.84,2026-03-29 17:07:00
Logista,31.76,31.80,31.28,2026-03-29 17:07:00
Mapfre,3.73,3.76,3.72,2026-03-29 17:07:01
Merlin Properties,13.93,14.25,13.79,2026-03-29 17:07:01
Naturgy,25.64,25.76,25.30,2026-03-29 17:07:01
Puig Brands B,17.10,17.55,17.03,2026-03-29 17:07:01
Redeia,14.21,14.61,14.21,2026-03-29 17:07:01
Repsol,24.07,24.43,23.77,2026-03-29 17:07:01
ROVI,78.90,80.00,78.35,2026-03-29 17:07:01
Sacyr,4.17,4.17,4.10,2026-03-29 17:07:01
B. Santander,9.40,9.55,9.32,2026-03-29 17:07:01
Solaria,22.78,24.12,22.57,2026-03-29 17:07:01
Telefónica,3.67,3.70,3.63,2026-03-29 17:07:02
Unicaja Banco,2.49,2.52,2.47,2026-03-29 17:07:02
Acciona,213.40,217.00,209.60,2026-03-29 17:09:56
Acciona Ener,20.40,21.40,20.30,2026-03-29 17:10:01
Acerinox,12.27,12.48,12.17,2026-03-29 17:10:01
ACS,102.50,104.80,100.90,2026-03-29 17:10:01
Aena,25.63,25.72,25.37,2026-03-29 17:10:01
Amadeus,48.60,50.26,48.30,2026-03-29 17:10:01
ArcelorMittal,43.52,44.79,43.03,2026-03-29 17:10:02
B. Sabadell,3.02,3.08,3.01,2026-03-29 17:10:02
Bankinter,13.33,13.56,13.24,2026-03-29 17:10:02
BBVA,17.91,18.41,17.82,2026-03-29 17:10:02
CaixaBank,10.05,10.27,10.02,2026-03-29 17:10:02
Cellnex Telecom,26.49,26.49,25.98,2026-03-29 17:10:02
Colonial SFL,4.91,4.97,4.88,2026-03-29 17:10:03
Enagás,17.14,17.17,15.53,2026-03-29 17:10:03
Endesa,34.90,35.17,34.53,2026-03-29 17:10:03
Ferrovial Se,54.66,55.14,54.28,2026-03-29 17:10:03
Fluidra,20.04,20.10,19.76,2026-03-29 17:10:03
Grifols,8.73,8.83,8.61,2026-03-29 17:10:03
IAG,4.11,4.17,4.08,2026-03-29 17:10:03
Iberdrola,19.13,19.31,18.97,2026-03-29 17:10:03
Inditex,49.50,50.56,48.98,2026-03-29 17:10:03
Indra,45.00,47.08,44.84,2026-03-29 17:10:03
Logista,31.76,31.80,31.28,2026-03-29 17:10:04
Mapfre,3.73,3.76,3.72,2026-03-29 17:10:04
Merlin Properties,13.93,14.25,13.79,2026-03-29 17:10:04
Naturgy,25.64,25.76,25.30,2026-03-29 17:10:04
Puig Brands B,17.10,17.55,17.03,2026-03-29 17:10:04
Redeia,14.21,14.61,14.21,2026-03-29 17:10:04
Repsol,24.07,24.43,23.77,2026-03-29 17:10:04
ROVI,78.90,80.00,78.35,2026-03-29 17:10:04
Sacyr,4.17,4.17,4.10,2026-03-29 17:10:04
B. Santander,9.40,9.55,9.32,2026-03-29 17:10:05
Solaria,22.78,24.12,22.57,2026-03-29 17:10:05
Telefónica,3.67,3.70,3.63,2026-03-29 17:10:05
Unicaja Banco,2.49,2.52,2.47,2026-03-29 17:10:05
Acciona,213.40,217.00,209.60,2026-03-29 18:12:07
Acciona Ener,20.40,21.40,20.30,2026-03-29 18:12:07
Acerinox,12.27,12.48,12.17,2026-03-29 18:12:07
ACS,102.50,104.80,100.90,2026-03-29 18:12:08
Aena,25.63,25.72,25.37,2026-03-29 18:12:08
Amadeus,48.60,50.26,48.30,2026-03-29 18:12:08
ArcelorMittal,43.52,44.79,43.03,2026-03-29 18:12:08
B. Sabadell,3.02,3.08,3.01,2026-03-29 18:12:08
Bankinter,13.33,13.56,13.24,2026-03-29 18:12:08
BBVA,17.91,18.41,17.82,2026-03-29 18:12:09
CaixaBank,10.05,10.27,10.02,2026-03-29 18:12:09
Cellnex Telecom,26.49,26.49,25.98,2026-03-29 18:12:09
Colonial SFL,4.91,4.97,4.88,2026-03-29 18:12:09
Enagás,17.14,17.17,15.53,2026-03-29 18:12:09
Endesa,34.90,35.17,34.53,2026-03-29 18:12:10
Ferrovial Se,54.66,55.14,54.28,2026-03-29 18:12:10
Fluidra,20.04,20.10,19.76,2026-03-29 18:12:10
Grifols,8.73,8.83,8.61,2026-03-29 18:12:10
IAG,4.11,4.17,4.08,2026-03-29 18:12:10
Iberdrola,19.13,19.31,18.97,2026-03-29 18:12:10
Inditex,49.50,50.56,48.98,2026-03-29 18:12:10
Indra,45.00,47.08,44.84,2026-03-29 18:12:11
Logista,31.76,31.80,31.28,2026-03-29 18:12:11
Mapfre,3.73,3.76,3.72,2026-03-29 18:12:11
Merlin Properties,13.93,14.25,13.79,2026-03-29 18:12:11
Naturgy,25.64,25.76,25.30,2026-03-29 18:12:11
Puig Brands B,17.10,17.55,17.03,2026-03-29 18:12:11
Redeia,14.21,14.61,14.21,2026-03-29 18:12:11
Repsol,24.07,24.43,23.77,2026-03-29 18:12:11
ROVI,78.90,80.00,78.35,2026-03-29 18:12:11
Sacyr,4.17,4.17,4.10,2026-03-29 18:12:12
B. Santander,9.40,9.55,9.32,2026-03-29 18:12:12
Solaria,22.78,24.12,22.57,2026-03-29 18:12:12
Telefónica,3.67,3.70,3.63,2026-03-29 18:12:12
Unicaja Banco,2.49,2.52,2.47,2026-03-29 18:12:12
