Nombre,Ultima,Max,Min,Hora/Fecha
Enagás,17.14,17.23,17.01,2026-04-02 13:58:10
Endesa,37.00,37.10,36.64,2026-04-02 13:58:11
Ferrovial Se,56.50,56.86,56.38,2026-04-02 13:58:11
Fluidra,20.10,20.18,19.95,2026-04-02 13:58:11
Grifols,9.14,9.25,9.14,2026-04-02 13:58:11
IAG,4.17,4.19,4.09,2026-04-02 13:58:11
Iberdrola,20.07,20.18,20.01,2026-04-02 13:58:11
Inditex,50.10,50.56,49.86,2026-04-02 13:58:11
Indra,48.40,48.50,47.00,2026-04-02 13:58:12
Logista,32.66,32.82,32.52,2026-04-02 13:58:12
Mapfre,3.87,3.89,3.85,2026-04-02 13:58:12
Merlin Properties,14.36,14.46,14.08,2026-04-02 13:58:12
Naturgy,26.10,26.18,26.00,2026-04-02 13:58:12
Puig Brands B,17.17,17.37,17.14,2026-04-02 13:58:12
Redeia,14.88,15.03,14.81,2026-04-02 13:58:12
Repsol,24.27,24.43,23.79,2026-04-02 13:58:12
ROVI,82.15,82.45,81.40,2026-04-02 13:58:13
Sacyr,4.41,4.44,4.35,2026-04-02 13:58:13
B. Santander,9.68,9.77,9.67,2026-04-02 13:58:13
Solaria,24.38,24.54,23.96,2026-04-02 13:58:13
Telefónica,3.82,3.82,3.78,2026-04-02 13:58:13
Unicaja Banco,2.56,2.58,2.55,2026-04-02 13:58:13
Acciona,231.60,232.00,226.40,2026-04-02 17:14:25
Acciona Ener,21.58,21.60,21.20,2026-04-02 17:14:26
Acerinox,12.26,12.33,12.01,2026-04-02 17:14:27
ACS,110.80,112.00,107.80,2026-04-02 17:14:27
Aena,26.04,26.07,25.62,2026-04-02 17:14:28
Amadeus,49.19,49.28,48.22,2026-04-02 17:14:28
ArcelorMittal,45.95,46.49,44.53,2026-04-02 17:14:28
B. Sabadell,3.07,3.08,3.02,2026-04-02 17:14:28
Bankinter,13.67,13.73,13.43,2026-04-02 17:14:28
BBVA,18.77,18.78,18.29,2026-04-02 17:14:28
CaixaBank,10.44,10.48,10.23,2026-04-02 17:14:28
Cellnex Telecom,28.56,28.57,27.68,2026-04-02 17:14:29
Colonial SFL,5.19,5.22,5.08,2026-04-02 17:14:29
Enagás,17.18,17.23,17.01,2026-04-02 17:14:29
Endesa,37.36,37.37,36.64,2026-04-02 17:14:29
Ferrovial Se,57.34,57.58,56.14,2026-04-02 17:14:30
Fluidra,20.30,20.38,19.95,2026-04-02 17:14:30
Grifols,9.31,9.33,9.11,2026-04-02 17:14:30
IAG,4.22,4.28,4.09,2026-04-02 17:14:30
Iberdrola,20.36,20.37,20.01,2026-04-02 17:14:30
Inditex,50.60,50.80,49.86,2026-04-02 17:14:30
Indra,49.28,49.48,47.00,2026-04-02 17:14:30
Logista,32.98,32.98,32.52,2026-04-02 17:14:30
Mapfre,3.90,3.91,3.85,2026-04-02 17:14:31
Merlin Properties,14.53,14.57,14.08,2026-04-02 17:14:31
Naturgy,26.34,26.34,26.00,2026-04-02 17:14:31
Puig Brands B,17.40,17.49,17.08,2026-04-02 17:14:31
Redeia,15.04,15.05,14.81,2026-04-02 17:14:31
Repsol,24.27,24.49,23.79,2026-04-02 17:14:31
ROVI,82.65,82.75,81.40,2026-04-02 17:14:31
Sacyr,4.45,4.47,4.35,2026-04-02 17:14:32
B. Santander,9.80,9.88,9.56,2026-04-02 17:14:32
Solaria,24.95,24.99,23.96,2026-04-02 17:14:32
Telefónica,3.84,3.84,3.78,2026-04-02 17:14:32
Unicaja Banco,2.58,2.59,2.53,2026-04-02 17:14:32
Acciona,231.60,232.00,226.40,2026-04-02 18:16:32
Acciona Ener,21.50,21.60,21.20,2026-04-02 18:16:32
Acerinox,12.27,12.33,12.01,2026-04-02 18:16:32
ACS,111.10,112.00,107.80,2026-04-02 18:16:33
Aena,26.24,26.24,25.62,2026-04-02 18:16:33
Amadeus,49.54,49.54,48.22,2026-04-02 18:16:33
ArcelorMittal,45.63,46.49,44.53,2026-04-02 18:16:33
B. Sabadell,3.07,3.08,3.02,2026-04-02 18:16:33
Bankinter,13.65,13.73,13.43,2026-04-02 18:16:33
BBVA,18.77,18.79,18.29,2026-04-02 18:16:33
CaixaBank,10.38,10.48,10.23,2026-04-02 18:16:34
Cellnex Telecom,28.75,28.75,27.68,2026-04-02 18:16:34
Colonial SFL,5.20,5.22,5.08,2026-04-02 18:16:34
Enagás,17.21,17.23,17.01,2026-04-02 18:16:34
Endesa,37.54,37.54,36.64,2026-04-02 18:16:34
Ferrovial Se,57.28,57.58,56.14,2026-04-02 18:16:34
Fluidra,20.24,20.38,19.95,2026-04-02 18:16:34
Grifols,9.20,9.33,9.11,2026-04-02 18:16:34
IAG,4.21,4.28,4.09,2026-04-02 18:16:35
Iberdrola,20.36,20.37,20.01,2026-04-02 18:16:35
Inditex,50.80,50.80,49.86,2026-04-02 18:16:35
Indra,49.34,49.64,47.00,2026-04-02 18:16:35
Logista,32.96,33.10,32.52,2026-04-02 18:16:35
Mapfre,3.91,3.91,3.85,2026-04-02 18:16:35
Merlin Properties,14.52,14.57,14.08,2026-04-02 18:16:35
Naturgy,26.50,26.50,26.00,2026-04-02 18:16:36
Puig Brands B,17.50,17.50,17.08,2026-04-02 18:16:36
Redeia,15.07,15.08,14.81,2026-04-02 18:16:36
Repsol,24.27,24.49,23.79,2026-04-02 18:16:36
ROVI,82.65,82.80,81.40,2026-04-02 18:16:36
Sacyr,4.46,4.47,4.35,2026-04-02 18:16:36
B. Santander,9.81,9.88,9.56,2026-04-02 18:16:37
Solaria,24.79,24.99,23.96,2026-04-02 18:16:37
Telefónica,3.85,3.85,3.78,2026-04-02 18:16:37
Unicaja Banco,2.57,2.59,2.53,2026-04-02 18:16:37
