Nombre,Ultima,Max,Min,Hora/Fecha
Iberdrola,19.85,19.88,19.74,2026-03-31 12:38:44
Inditex,49.59,49.75,49.00,2026-03-31 12:38:44
Indra,46.86,46.98,45.14,2026-03-31 12:38:44
Logista,32.46,32.48,31.90,2026-03-31 12:38:44
Mapfre,3.85,3.86,3.79,2026-03-31 12:38:44
Merlin Properties,13.82,13.92,13.75,2026-03-31 12:38:44
Naturgy,26.18,26.30,26.16,2026-03-31 12:38:44
Puig Brands B,16.77,16.96,16.67,2026-03-31 12:38:45
Redeia,14.56,14.62,14.46,2026-03-31 12:38:45
Repsol,24.40,24.40,23.88,2026-03-31 12:38:45
ROVI,80.20,80.30,79.30,2026-03-31 12:38:45
Sacyr,4.20,4.22,4.16,2026-03-31 12:38:45
B. Santander,9.57,9.68,9.47,2026-03-31 12:38:45
Solaria,23.56,23.63,23.01,2026-03-31 12:38:45
Telefónica,3.81,3.82,3.77,2026-03-31 12:38:45
Unicaja Banco,2.52,2.53,2.49,2026-03-31 12:38:45
Acciona,224.60,224.80,218.00,2026-03-31 13:40:46
Acciona Ener,21.18,21.24,21.02,2026-03-31 13:40:47
Acerinox,12.06,12.11,11.93,2026-03-31 13:40:47
ACS,104.80,105.00,101.20,2026-03-31 13:40:47
Aena,25.72,25.83,25.52,2026-03-31 13:40:47
Amadeus,49.26,49.53,48.95,2026-03-31 13:40:47
ArcelorMittal,43.25,43.49,42.31,2026-03-31 13:40:47
B. Sabadell,3.08,3.08,3.04,2026-03-31 13:40:47
Bankinter,13.40,13.45,13.23,2026-03-31 13:40:48
BBVA,18.24,18.31,17.95,2026-03-31 13:40:48
CaixaBank,10.26,10.29,10.09,2026-03-31 13:40:48
Cellnex Telecom,28.00,28.00,27.12,2026-03-31 13:40:48
Colonial SFL,5.11,5.13,5.04,2026-03-31 13:40:48
Enagás,17.13,17.29,17.05,2026-03-31 13:40:48
Endesa,36.27,36.31,35.90,2026-03-31 13:40:48
Ferrovial Se,55.44,55.58,54.60,2026-03-31 13:40:48
Fluidra,19.97,20.04,19.70,2026-03-31 13:40:49
Grifols,8.88,8.90,8.77,2026-03-31 13:40:49
IAG,4.08,4.09,4.02,2026-03-31 13:40:49
Iberdrola,19.86,19.88,19.74,2026-03-31 13:40:49
Inditex,49.55,49.75,49.00,2026-03-31 13:40:49
Indra,46.88,47.06,45.14,2026-03-31 13:40:49
Logista,32.56,32.60,31.90,2026-03-31 13:40:49
Mapfre,3.86,3.86,3.79,2026-03-31 13:40:49
Merlin Properties,13.92,13.94,13.75,2026-03-31 13:40:49
Naturgy,26.10,26.30,26.06,2026-03-31 13:40:49
Puig Brands B,16.81,16.96,16.67,2026-03-31 13:40:50
Redeia,14.57,14.62,14.46,2026-03-31 13:40:50
Repsol,24.62,24.64,23.88,2026-03-31 13:40:50
ROVI,80.40,80.50,79.30,2026-03-31 13:40:50
Sacyr,4.22,4.23,4.16,2026-03-31 13:40:50
B. Santander,9.58,9.68,9.47,2026-03-31 13:40:50
Solaria,23.68,23.71,23.01,2026-03-31 13:40:50
Telefónica,3.83,3.83,3.77,2026-03-31 13:40:50
Unicaja Banco,2.53,2.53,2.49,2026-03-31 13:40:50
Acciona,226.20,226.20,218.00,2026-03-31 15:09:21
Acciona Ener,21.20,21.24,21.02,2026-03-31 15:09:23
Acerinox,12.08,12.11,11.93,2026-03-31 15:09:24
ACS,105.60,105.70,101.20,2026-03-31 15:09:24
Aena,25.75,25.83,25.52,2026-03-31 15:09:24
Amadeus,49.20,49.53,48.95,2026-03-31 15:09:24
ArcelorMittal,43.90,43.90,42.31,2026-03-31 15:09:24
B. Sabadell,3.09,3.09,3.04,2026-03-31 15:09:24
Bankinter,13.45,13.47,13.23,2026-03-31 15:09:24
BBVA,18.29,18.31,17.95,2026-03-31 15:09:24
CaixaBank,10.29,10.30,10.09,2026-03-31 15:09:25
Cellnex Telecom,27.93,28.12,27.12,2026-03-31 15:09:25
Colonial SFL,5.12,5.13,5.04,2026-03-31 15:09:25
Enagás,17.22,17.29,17.05,2026-03-31 15:09:25
Endesa,36.35,36.35,35.90,2026-03-31 15:09:25
Ferrovial Se,55.68,55.68,54.60,2026-03-31 15:09:25
Fluidra,20.00,20.04,19.70,2026-03-31 15:09:25
Grifols,8.92,8.92,8.77,2026-03-31 15:09:25
IAG,4.09,4.09,4.02,2026-03-31 15:09:25
Iberdrola,19.87,19.88,19.74,2026-03-31 15:09:26
Inditex,49.52,49.75,49.00,2026-03-31 15:09:26
Indra,47.08,47.26,45.14,2026-03-31 15:09:26
Logista,32.54,32.60,31.90,2026-03-31 15:09:26
Mapfre,3.86,3.86,3.79,2026-03-31 15:09:26
Merlin Properties,13.95,13.95,13.75,2026-03-31 15:09:26
Naturgy,26.18,26.30,26.06,2026-03-31 15:09:26
Puig Brands B,16.79,16.96,16.67,2026-03-31 15:09:26
Redeia,14.64,14.64,14.46,2026-03-31 15:09:26
Repsol,24.67,24.70,23.88,2026-03-31 15:09:26
ROVI,80.60,80.60,79.30,2026-03-31 15:09:27
Sacyr,4.24,4.24,4.16,2026-03-31 15:09:27
B. Santander,9.61,9.68,9.47,2026-03-31 15:09:27
Solaria,23.92,23.92,23.01,2026-03-31 15:09:27
Telefónica,3.83,3.84,3.77,2026-03-31 15:09:27
Unicaja Banco,2.53,2.53,2.49,2026-03-31 15:09:27
Acciona,226.00,226.80,218.00,2026-03-31 16:11:23
Acciona Ener,21.26,21.28,21.02,2026-03-31 16:11:26
Acerinox,12.03,12.11,11.93,2026-03-31 16:11:26
ACS,105.50,105.70,101.20,2026-03-31 16:11:26
Aena,25.69,25.83,25.52,2026-03-31 16:11:26
Amadeus,49.16,49.53,48.93,2026-03-31 16:11:26
ArcelorMittal,43.90,43.92,42.31,2026-03-31 16:11:26
B. Sabadell,3.08,3.09,3.04,2026-03-31 16:11:26
Bankinter,13.47,13.48,13.23,2026-03-31 16:11:26
BBVA,18.37,18.38,17.95,2026-03-31 16:11:27
CaixaBank,10.29,10.30,10.09,2026-03-31 16:11:27
Cellnex Telecom,27.80,28.12,27.12,2026-03-31 16:11:27
Colonial SFL,5.11,5.13,5.04,2026-03-31 16:11:27
Enagás,17.12,17.29,17.05,2026-03-31 16:11:27
Endesa,36.16,36.35,35.90,2026-03-31 16:11:27
Ferrovial Se,55.62,55.68,54.60,2026-03-31 16:11:27
Fluidra,20.04,20.04,19.70,2026-03-31 16:11:27
Grifols,9.00,9.00,8.77,2026-03-31 16:11:27
IAG,4.08,4.09,4.02,2026-03-31 16:11:28
Iberdrola,19.81,19.88,19.74,2026-03-31 16:11:28
Inditex,49.61,49.75,49.00,2026-03-31 16:11:28
Indra,47.56,47.58,45.14,2026-03-31 16:11:28
Logista,32.52,32.60,31.90,2026-03-31 16:11:28
Mapfre,3.86,3.86,3.79,2026-03-31 16:11:28
Merlin Properties,13.99,13.99,13.75,2026-03-31 16:11:28
Naturgy,25.96,26.30,25.96,2026-03-31 16:11:28
Puig Brands B,16.92,17.00,16.67,2026-03-31 16:11:28
Redeia,14.55,14.64,14.46,2026-03-31 16:11:28
Repsol,24.52,24.70,23.88,2026-03-31 16:11:29
ROVI,80.90,80.90,79.30,2026-03-31 16:11:29
Sacyr,4.24,4.24,4.16,2026-03-31 16:11:29
B. Santander,9.64,9.68,9.47,2026-03-31 16:11:29
Solaria,23.84,23.95,23.01,2026-03-31 16:11:29
Telefónica,3.80,3.84,3.77,2026-03-31 16:11:29
Unicaja Banco,2.54,2.54,2.49,2026-03-31 16:11:29
Acciona,223.60,226.80,218.00,2026-03-31 17:13:27
Acciona Ener,21.20,21.34,21.02,2026-03-31 17:13:32
Acerinox,11.93,12.11,11.93,2026-03-31 17:13:32
ACS,105.10,106.10,101.20,2026-03-31 17:13:33
Aena,25.56,25.83,25.52,2026-03-31 17:13:33
Amadeus,48.80,49.53,48.68,2026-03-31 17:13:33
ArcelorMittal,43.53,44.01,42.31,2026-03-31 17:13:33
B. Sabadell,3.06,3.09,3.04,2026-03-31 17:13:33
Bankinter,13.37,13.48,13.23,2026-03-31 17:13:34
BBVA,18.17,18.38,17.95,2026-03-31 17:13:34
CaixaBank,10.19,10.30,10.09,2026-03-31 17:13:34
Cellnex Telecom,27.75,28.12,27.12,2026-03-31 17:13:34
Colonial SFL,5.08,5.13,5.04,2026-03-31 17:13:34
Enagás,17.13,17.29,17.05,2026-03-31 17:13:35
Endesa,36.18,36.35,35.90,2026-03-31 17:13:35
Ferrovial Se,55.26,55.68,54.60,2026-03-31 17:13:35
Fluidra,19.92,20.06,19.70,2026-03-31 17:13:35
Grifols,8.89,9.02,8.77,2026-03-31 17:13:35
IAG,4.03,4.09,4.02,2026-03-31 17:13:35
Iberdrola,19.79,19.88,19.74,2026-03-31 17:13:36
Inditex,49.36,49.75,49.00,2026-03-31 17:13:36
Indra,47.10,47.60,45.14,2026-03-31 17:13:36
Logista,32.44,32.60,31.90,2026-03-31 17:13:36
Mapfre,3.82,3.86,3.79,2026-03-31 17:13:36
Merlin Properties,13.89,14.01,13.75,2026-03-31 17:13:37
Naturgy,25.96,26.30,25.94,2026-03-31 17:13:37
Puig Brands B,16.96,17.03,16.67,2026-03-31 17:13:37
Redeia,14.53,14.64,14.46,2026-03-31 17:13:37
Repsol,24.60,24.70,23.88,2026-03-31 17:13:37
ROVI,80.85,81.15,79.30,2026-03-31 17:13:37
Sacyr,4.21,4.24,4.16,2026-03-31 17:13:37
B. Santander,9.52,9.68,9.47,2026-03-31 17:13:38
Solaria,23.75,23.99,23.01,2026-03-31 17:13:38
Telefónica,3.81,3.84,3.77,2026-03-31 17:13:38
Unicaja Banco,2.52,2.54,2.49,2026-03-31 17:13:38
Acciona,222.80,226.80,218.00,2026-03-31 18:15:36
Acciona Ener,21.08,21.34,21.02,2026-03-31 18:15:42
Acerinox,11.96,12.11,11.93,2026-03-31 18:15:44
ACS,104.80,106.10,101.20,2026-03-31 18:15:44
Aena,25.52,25.83,25.52,2026-03-31 18:15:45
Amadeus,48.68,49.53,48.68,2026-03-31 18:15:45
ArcelorMittal,43.84,44.01,42.31,2026-03-31 18:15:46
B. Sabadell,3.04,3.09,3.04,2026-03-31 18:15:46
Bankinter,13.38,13.48,13.23,2026-03-31 18:15:46
BBVA,18.25,18.38,17.95,2026-03-31 18:15:46
CaixaBank,10.17,10.30,10.09,2026-03-31 18:15:47
Cellnex Telecom,27.73,28.12,27.12,2026-03-31 18:15:47
Colonial SFL,5.09,5.13,5.04,2026-03-31 18:15:47
Enagás,17.14,17.29,17.05,2026-03-31 18:15:47
Endesa,36.08,36.35,35.90,2026-03-31 18:15:47
Ferrovial Se,55.42,55.68,54.60,2026-03-31 18:15:47
Fluidra,19.77,20.06,19.70,2026-03-31 18:15:47
Grifols,8.96,9.02,8.77,2026-03-31 18:15:47
IAG,4.02,4.09,4.02,2026-03-31 18:15:47
Iberdrola,19.75,19.88,19.73,2026-03-31 18:15:48
Inditex,49.24,49.75,49.00,2026-03-31 18:15:48
Indra,47.24,47.60,45.14,2026-03-31 18:15:48
Logista,32.26,32.60,31.90,2026-03-31 18:15:48
Mapfre,3.81,3.86,3.79,2026-03-31 18:15:48
Merlin Properties,13.92,14.01,13.75,2026-03-31 18:15:48
Naturgy,25.90,26.30,25.84,2026-03-31 18:15:48
Puig Brands B,16.89,17.05,16.67,2026-03-31 18:15:48
Redeia,14.56,14.64,14.46,2026-03-31 18:15:49
Repsol,24.65,24.71,23.88,2026-03-31 18:15:49
ROVI,80.75,81.20,79.30,2026-03-31 18:15:49
Sacyr,4.20,4.24,4.16,2026-03-31 18:15:49
B. Santander,9.49,9.68,9.47,2026-03-31 18:15:49
Solaria,23.70,23.99,23.01,2026-03-31 18:15:49
Telefónica,3.80,3.84,3.77,2026-03-31 18:15:49
Unicaja Banco,2.52,2.54,2.49,2026-03-31 18:15:50
